url,title,author,image,price,"old price","external id"
https://nemira.ro/infruntarea-nemuritorilor-6029,"Taravik: Înfruntarea nemuritorilor (ebook) ","Liviu Radu",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/i/n/infruntarea-nemuritorilor_1.jpg,"18,74 lei","22,05 lei",3759
https://nemira.ro/corsarul-falk-5201,"Corsarul. Falk (ebook) ","Joseph Conrad",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/c/o/corsarul.-falk_1.jpg,"8,74 lei",,2842
https://nemira.ro/sapte-povesti-de-calatorie-5944,"Șapte povești de călătorie (ebook) ",,https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/s/a/sapte-povesti-de-calatorie.jpg,"8,74 lei",,3716
https://nemira.ro/caderea-lui-hyperion-6257,"Căderea lui Hyperion (ebook) ","Dan Simmons",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/c/a/caderea-lui-hyperion_1.jpg,"22,49 lei","26,46 lei",3750
https://nemira.ro/logofatul-de-taina,"Logofătul de taină (ebook) ","Rodica Ojog-Brașoveanu",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/l/o/logofatul-de-taina.jpg,"18,68 lei","21,97 lei",3739
https://nemira.ro/armata-moliilor-6027,"Taravik: Armata moliilor (ebook) ","Liviu Radu",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/a/r/armata-moliilor.jpg,"8,74 lei",,3757
https://nemira.ro/despre-contractul-social-5354,"Despre Contractul Social (ebook) ","Jean-Jacques Rousseau",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/d/e/despre-contractul-social_1.jpg,"8,74 lei",,2820
https://nemira.ro/delicatete-5942,"Delicatețe (ebook) ","David Foenkinos",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/d/e/delicatete.jpg,"8,74 lei",,3714
https://nemira.ro/3001-odiseea-finala-ebook,"3001: Odiseea finală (ebook) ","Arthur C. Clarke",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/3/0/3001_-odiseea-finala.jpg,"22,43 lei","26,38 lei",3746
https://nemira.ro/clanurile-de-pe-alpha-5993,"Clanurile de pe Alpha (ebook) ","Philip K. Dick",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/c/l/clanurile-de-pe-alpha.jpg,"8,74 lei",,3764
https://nemira.ro/agentul-secret-al-lui-altin-bey,"Agentul secret al lui Altin-Bey (ebook) ","Rodica Ojog-Brașoveanu",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/a/g/agentul-secret-al-lui-alt_n-bey.jpg,"17,56 lei",,3737
https://nemira.ro/stiinta-viitorului-6159,"Știința viitorului (ebook) ","Max Brockman",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/s/t/stiinta-viitorului.jpg,"8,74 lei",,3755
https://nemira.ro/2010-a-doua-odisee-5973,"2010: A doua odisee (ebook) ","Arthur C. Clarke",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/2/0/2010_-a-doua-odisee.jpg,"17,56 lei",,3744
https://nemira.ro/excursie-la-tindari-ebook,"Excursie la tindari (ebook) ","Andrea Camilleri",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/e/x/excursie-la-tindari.jpg,"8,74 lei",,2849
https://nemira.ro/borgia-pacatele-familiei-5947,"Borgia: păcatele familiei (ebook) ","Sarah Bower",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/b/o/borgia_-pacatele-familiei.jpg,"22,49 lei","26,46 lei",3719
https://nemira.ro/masina-timpului-5982,"Mașina Timpului (ebook) ","H. G. Wells",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/m/a/masina-timpului.jpg,"13,15 lei",,3753
https://nemira.ro/floarea-de-loldilal-6015,"Floarea de loldilal (ebook) ","Ana-Veronica Mircea",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/f/l/floarea-de-loldilal.jpg,"8,74 lei",,3742
https://nemira.ro/a-doua-venire-5989,"A doua venire (ebook) ","Marian Truță",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/a/-/a-doua-venire.jpg,"8,74 lei",,3760
https://nemira.ro/hyperion-6256,"Hyperion (ebook) ","Dan Simmons",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/h/y/hyperion_1.jpg,"22,49 lei","26,46 lei",3918
https://nemira.ro/sapte-povesti-de-dragoste-5945,"Șapte povești de dragoste (ebook) ","Stefan Zweig",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/s/a/sapte-povesti-de-dragoste.jpg,"4,32 lei",,3717
https://nemira.ro/exploratorii-soarelui-6014,"Războiul elitelor: Exploratorii soarelui (ebook) ","David Brin",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/e/x/exploratorii-soarelui.jpg,"8,74 lei",,3751
https://nemira.ro/manuscrisul-gasit-la-saragosa,"Manuscrisul găsit la Saragosa (ebook) ","Jan Potocki",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/m/a/manuscrisul-gasit-la-saragosa.jpg,"22,49 lei","26,46 lei",3768
https://nemira.ro/ochii-jupanitei-6062,"Ochii jupâniței (ebook) ","Rodica Ojog-Brașoveanu",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/o/c/ochii-jupanitei.jpg,"13,15 lei",,3740
https://nemira.ro/la-galop-prin-piramida-6028,"Taravik: La galop prin piramidă (ebook) ","Liviu Radu",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/l/a/la-galop-prin-piramida.jpg,"8,74 lei",,3758
https://nemira.ro/craii-de-curtea-veche-5205,"Craii de Curtea Veche (ebook) ","Mateiu I. Caragiale",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/c/r/craii-de-curtea-veche_1.jpg,"17,64 lei",,2840
https://nemira.ro/pictorul-fara-glas-5944,"Pictorul fără glas (ebook) ","Georgina Harding",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/p/i/pictorul-fara-glas.jpg,"8,74 lei",,3715
https://nemira.ro/sa-nu-ne-uitam-la-ceas,"Să nu ne uităm la ceas (ebook) ","Rodica Ojog-Brașoveanu",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/s/a/sa-nu-ne-uitam-la-ceas.jpg,"18,68 lei","21,97 lei",3736
https://nemira.ro/gradina-zeilor-6067,"Grădina zeilor (ebook) ","Camil Baciu",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/g/r/gradina-zeilor.jpg,"18,68 lei","21,97 lei",3771
https://nemira.ro/scrisoarea-furata-antologie-de-proza-clasica-americana-5939,"Scrisoarea furată: antologie de proză clasică americană (ebook) ","Nathaniel Hawthorne",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/s/c/scrisoarea-furata_-antologie-de-proza-clasica-americana.jpg,"8,74 lei",,3711
https://nemira.ro/2001-odiseea-spatiala-5972,"2001: Odiseea spațială (ebook) ","Arthur C. Clarke",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/2/0/2001_-odiseea-spatiala.jpg,"22,43 lei","26,38 lei",3743
https://nemira.ro/din-toate-bogatiile-ebook,"Din toate bogățiile (ebook) ","Stefano Benni",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/d/i/din-toate-bogatiile_1.jpg,"8,74 lei",,3919
https://nemira.ro/forma-apei-5171,"Forma apei (ebook) ","Andrea Camilleri",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/f/o/forma-apei.jpg,"8,74 lei",,2845
https://nemira.ro/pana-cand-m-a-cunoscut-5937,"Până când m-a cunoscut (ebook) ","Julian Barnes",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/p/a/pana-cand-m-a-cunoscut_1.jpg,"8,74 lei",,3708
https://nemira.ro/catarul,"Catarul (ebook) ","Stanislaw Lem",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/c/a/catarul.jpg,"17,56 lei",,3767
https://nemira.ro/iubire-etc,"Iubire etc. (ebook) ","Julian Barnes",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/i/u/iubire-etc..jpg,"8,74 lei",,3706
https://nemira.ro/arta-adevaratei-vindecari,"Arta adevăratei vindecări (ebook) ","Israel Regardie",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/a/r/arta-adevaratei-vindecari.jpg,"8,74 lei",,3723
https://nemira.ro/sapte-povesti-de-seductie-6002,"Șapte povești de seducție (ebook) ",,https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/s/a/sapte-povesti-de-seductie.jpg,"8,74 lei",,3774
https://nemira.ro/babel-6068,"Babel (ebook) ","Vladimir Colin",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/b/a/babel.jpg,"8,74 lei",,3772
https://nemira.ro/fata-modificata-5991,"Fata modificată (ebook) ","Paolo Bacigalupi",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/f/a/fata-modificata.jpg,"8,74 lei",,3762
https://nemira.ro/pretul-secant-al-genunii-6037,"Prețul secant al genunii (ebook) ","Adrian Rogoz",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/p/r/pretul-secant-al-genunii_1.jpg,"13,15 lei",,3770
https://nemira.ro/sentimentul-unui-sfarsit-7345,"Sentimentul unui sfârșit (ebook) ","Julian Barnes",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/s/e/sentimentul-unui-sfarsit.jpg,"17,56 lei",,3709
https://nemira.ro/eu-sunt-numarul-patru-ebook,"Eu sunt numărul patru (eBook)","Pittacus Lore",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/e/u/eu-sunt-numarul-patru-_ebook_.jpg,"18,74 lei","22,05 lei",2844
https://nemira.ro/niveluri-de-viata-5936,"Niveluri de viață (ebook) ","Julian Barnes",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/n/i/niveluri-de-viata.jpg,"13,15 lei",,3707
https://nemira.ro/vegetal-6047,"Vegetal (ebook) ","Dănuț Ungureanu",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/v/e/vegetal.jpg,"13,15 lei",,3775
https://nemira.ro/letopisetul-de-argint,"Letopisețul de argint (ebook) ","Rodica Ojog-Brașoveanu",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/l/e/letopisetul-de-argint.jpg,"13,15 lei",,3738
https://nemira.ro/cei-47-de-ronini-5984,"Cei 47 de ronini (ebook) ","Joan D. Vinge",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/c/e/cei-47-de-ronini.jpg,"26,24 lei","30,87 lei",3756
https://nemira.ro/imparatul-zeu-al-dunei,"Împăratul zeu al dunei (ebook) ","Frank Herbert",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/i/m/imparatul-zeu-al-dunei.jpg,"29,99 lei","35,29 lei",3773
https://nemira.ro/atlantida-ebook,"Atlantida (ebook, Seria Lumi la Raspantie, partea I)","Antoinette Wornik",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/l/u/lumi-la-raspantie-volumul-i---atlantida_1_fullsize.jpg,"13,15 lei",,3923
https://nemira.ro/fata-verde-5934,"Fața verde (ebook) ","Gustav Meyrink",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/f/a/fata-verde.jpg,"8,74 lei",,3705
https://nemira.ro/acolo-6076,"Acolo (ebook) ","Lavinia Bârlogeanu",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/a/c/acolo_1.jpg,"17,56 lei",,3780
https://nemira.ro/hotul-cuantic-6050,"Hoțul Cuantic (ebook, Seria Jean le Flambeur, partea I) ","Hannu Rajanieni",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/h/o/hotul-cuantic.jpg,"22,49 lei","26,46 lei",3788
https://nemira.ro/jung-indragostit-de-suflet-6434,"Jung îndrăgostit de suflet (ebook) ","Lavinia Bârlogeanu",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/j/u/jung-_ndragostit-de-suflet.jpg,"17,56 lei",,3778
https://nemira.ro/nimicul-de-temut-6013,"Nimicul de temut (ebook) ","Julian Barnes",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/n/i/nimicul-de-temut.jpg,"13,15 lei",,3786
https://nemira.ro/asteptand-in-ghermana-6130,"Așteptând în Ghermana (ebook) ","Dănuț Ungureanu",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/a/_/a_teptand-_n-ghermana.jpg,"8,74 lei",,3776
https://nemira.ro/furnicile-6068,"Furnicile (ebook, Trilogia Furnicile, partea I) ","Bernard Werber",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/b/e/bernard-werber---furnicile-h-1024px_1.jpg,"8,74 lei",,3793
https://nemira.ro/puterea-celor-sase,"Puterea celor șase (ebook) ","Pittacus Lore",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/p/u/puterea-celor-sase.jpg,"18,74 lei","22,05 lei",3784
https://nemira.ro/o-delicatesa-6019,"O delicatesă (ebook) ","Muriel Barbery",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/o/-/o-delicatesa.jpg,"17,56 lei",,3791
https://nemira.ro/abonatul-nu-poate-fi-contactat-6077,"Abonatul nu poate fi contactat (ebook) ","Cristina Andrei",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/a/b/abonatul-nu-poate-fi-contactat_1.jpg,"8,74 lei",,3781
https://nemira.ro/gladiatorul-7507,"Gladiatorul (ebook) ","Simon Scarrow",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/g/l/gladiatorul.jpg,"18,68 lei","21,97 lei",3789
https://nemira.ro/diavolul-in-viziuni-povesti-si-vise-6312,"Diavolul în viziuni, povești și vise (ebook) ","Lavinia Bârlogeanu",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/d/i/diavolul-_n-viziuni_-povesti-si-vise.jpg,"18,74 lei","22,05 lei",3779
https://nemira.ro/robopocalipsa-6047,"Robopocalipsa (ebook) ","Daniel H. Wilson",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/r/o/robopocalipsa.jpg,"22,49 lei","26,46 lei",3787
https://nemira.ro/arrhetonul-6133,"Arrhetonul (ebook) ","Lavinia Bârlogeanu",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/a/r/arrhetonul.jpg,"4,32 lei",,3777
https://nemira.ro/lupta-celor-noua-6046,"Lupta celor nouă (ebook) ","Pittacus Lore",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/l/u/lupta-celor-noua.jpg,"18,74 lei","22,05 lei",3785
https://nemira.ro/misterul-lui-edwin-drood-6020,"Misterul lui Edwin Drood (ebook) ","Charles Dickens",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/m/i/misterul-lui-edwin-drood.jpg,"13,15 lei",,3792
https://nemira.ro/du-te-departe-de-mine-6079,"Du-te departe de mine (ebook) ","Gabriel Gafița",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/d/u/du-te-departe-de-mine_1.jpg,"17,56 lei",,3782
https://nemira.ro/centurionul-6017,"Centurionul (ebook) ","Simon Scarrow",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/c/e/centurionul.jpg,"8,74 lei",,3790
https://nemira.ro/ne-vom-intoarce-in-muribecca-ebook,"Ne vom întoarce în Muribecca (ebook) ","Sebastian A. Corn",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/n/e/ne-vom-intoarce-in-muribecca.jpg,"8,74 lei",,3567
